date,review,rating,isEdited,userName,title,developerResponse,App_Name
2022-05-24 05:11:31,"There has been an error in  their  system and they could not solve it.

How come multibillion company has such issue and not respond timely manner.",2,False,Fulged,Horrible website and app,"{'id': 30014172, 'body': 'Hello, Fulged. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. I look forward to hearing from you. Thanks! Meg B.', 'modified': '2022-05-27T20:11:53Z'}",Aetna Health 
2022-03-26 21:08:53,"I got an email from you stating that there is a message from you.  The email had a link to the Aetna site/app.  I have the app on my phone, but there is NO message center in the app that I can find.  Why direct me to a resource on the app that is NOT there.

VERY FRUSTRATING!",1,False,jpenney1963,Bad User Experience,"{'id': 28837463, 'body': 'Hello, jpenney1963. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2022-03-28T20:53:35Z'}",Aetna Health 
2022-01-26 10:27:12,I find the app very confusing and hard to navigate and find what I'm looking for.  It require way too much guess work making it very frustrating.,2,False,BAEberly,Confusing,,Aetna Health 
2021-12-17 14:09:36,"The app works well enough, but FaceID doesn’t stay enabled requiring me to re-enter my login details at least once a week.",3,False,hevdaze,Face ID doesn’t stay enabled,,Aetna Health 
2021-10-28 16:21:15,"What a shame, the rep I spoke with has no knowledge.... The send made me repeat after I said why I called and seems like he is talking under the blanket the third lady had cough in her throat... And inoone solved my question is no one interested to even to know why I called! Just shame!!!!",1,False,catanddiglover,Customer service,,Aetna Health 
2021-06-17 17:25:01,"Although I can see information on network providers, all of the other features say system error or something of the like. Very limited.",1,False,Aksbkks,Issues with most of the features,"{'id': 23511811, 'body': 'Hello, Aksbkks. Thanks for your post. We care about your Aetna Health app experience. I work on Aetna’s support team. If you’ll email our support mailbox, I’ll be happy to look into the issue. Our email address is AetnaHealth-AppSupport@aetna.com. Thanks! Cindy K.', 'modified': '2021-06-22T02:28:18Z'}",Aetna Health 
2021-01-26 02:22:27,"Insurance is designed to protect customers, but in many cases it is careless and accepts whatever is submitted from medical offices not paying attention on what is covered by policy. 
In my case ER is 100% covered after deductible and $150 copayment, but I still receive bills from Evergreen Health Care",2,False,LIMDRC,Careless about customers,,Aetna Health 
2020-10-15 03:33:52,The worse insurance company that I’ve ever had. They need a PA for every medication and every other medical thing I need.  I take a life saving medication that they won’t pay for. I never had this many issues with Blue across I wish my work wouldn’t never switched to this crappy insurance.,1,False,Tdezarae,Worthless,,Aetna Health 
2020-09-10 17:31:11,Your app did not work and said needed to clear cookie and to enable java.  However it turned out to need an update but there was no notification for this.,3,False,aetna fix,App did not work when needed,,Aetna Health 
2020-09-01 15:09:42,"Time out error occurs when attempting to login.  Please look into this as soon as possible.  Thanks!

Update:  Your apps completely broken, you can’t even login.  I’m not emailing another mailbox for tech support.  If you don’t want to fix it that’s your call.",1,True,Review74657868,Time out error when attempting to login.,"{'id': 17613633, 'body': 'Hello, Review74657868. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. Look forward to hearing from you. Thanks! Rick G.\n', 'modified': '2020-08-31T22:27:36Z'}",Aetna Health 
2020-05-06 14:51:39,"When are you going to open up the app to everyone? Every time I’ve tried to log in, a screen comes up saying it’s only for a limited audience right now and check back later. It’s been saying that for months. That and go to their website.",1,False,TRMRS20,App Won’t Work,"{'id': 15171023, 'body': 'Hello, TRMRS20. Thanks for your feedback. Please note we’re in the process of rolling out features in phases to our members. You’ll be notified when Aetna Health is ready for you. Until then, you can log into your account at www.aetna.com. Thanks! Cindy K.', 'modified': '2020-05-07T19:05:40Z'}",Aetna Health 
2020-03-07 16:19:45,My company switched to Aetna this year so I downloaded the app. Overall the app is okay but enabling Face ID does not work. I’ve been trying to enable it for the last 10 days and each time it fails and says to try again later.,2,False,twillia1969,Face ID Setup Failed,,Aetna Health 
2020-02-26 19:05:11,"never ending rerouting to the login page
totally useless and waste of time.  this was a mistake
listening to what was probably their own techs touting how great it ISN’t.  sad part is they send you emails to watch videos “prepar3d just for you”. then send you to the perpetual logg8ng page that never accesses your account

m w glugla",1,False,85bearsman,Useless,"{'id': 13724385, 'body': 'Hello, 85bearsman. We care about your Aetna Health app experience. If you’ll email our support mailbox at AetnaHealth-AppSupport@aetna.com, we’ll be happy to assist with any issues you may be having with the app. Look forward to hearing from you. Thanks! Rick G.', 'modified': '2020-02-26T23:13:21Z'}",Aetna Health 
2022-12-03 18:16:39,"As a member, I am very satisfied with the treatment and attention from customer service. 
Your reps are vey cordial and helpful. 

Like to commend specially the last rep I spoke with on my last phone call. I do not remember her name, but she went above and beyond in resolving my inquiry. 

Thank you 

Rigoberto Hernandez",5,False,rigo5656,Customer service,,Aetna Health 
2018-11-06 17:53:24,I have had United Health care which was the best through group insurance. I just got Aetna through group insurance and am very disappointed in not being able to use the app. It says that I’m not in the “special people”. I’m sure Aetna makes enough from the group policy to allow us to use the app. Horrible!,1,False,JDCruz07,Just got.,"{'id': 5846549, 'body': 'Thanks for your interest in our new mobile app.  If you have Aetna medical insurance, you won’t get left behind. We’re in the process of rolling it out in phases to all of our members. You’ll be notified when it’s ready for you. Thanks! Cindy K.', 'modified': '2018-11-07T16:52:31Z'}",Aetna Health 
2018-10-25 22:02:52,"Though the Aetna website suggested I should download this app to make my experience better, it’s not actually available to most users — including me, who got a redirect to their dumpy website. Maybe get your marketing and your tech people on the same page, Aetna.",1,False,RichardfromCalgary,Not actually available,"{'id': 5710564, 'body': 'Thanks for your feedback. We’re happy to hear you’re as excited about Aetna Health as we are. Please note we’re in the process of rolling it out in phases to our members. You’ll be notified when Aetna Health is ready for you. Thanks! Cindy K.', 'modified': '2018-10-29T15:10:17Z'}",Aetna Health 
2023-02-02 16:02:34,Whatever you do on the app is not transferring over to what the people at member services see. I’ve had 2 discussions with people at member services and what they see on their side does not match up to what I see on the app. It is very frustrating and a waste of time,1,False,GA Red rooster,C,,Aetna Health 
2023-01-20 19:36:24,Easy to understand and work with on all problems,4,False,wildeyes333,Good company,,Aetna Health 
2023-01-15 06:38:08,"This app is very unhelpful I visited a dentist office specifically because it was in my network, later on I was charged out of network.  Why even have an app if it doesn’t give accurate information?",1,False,unhappyappuser83!(9,An unhelpful app with inaccurate information,,Aetna Health 
2022-11-03 10:34:16,Face ID remains broken. It stopped working and can’t be re-enabled. Dark Mode also needed.,5,False,Pale Wraith,Face ID,,Aetna Health 
2020-03-10 22:38:42,"App seems to work great on the iPhone but the resolution has not been scaled for the iPad, hoping for an update or additional app to come in the near future.",4,False,Misty0207,Great iPhone app,,Aetna Health 
2022-02-20 04:59:28,I wish i could easily see what bills are paid and which are not…,3,False,guess I'm not rating,Needs better breakdown of what’s paid and what’s not,,Aetna Health 
2021-07-09 16:41:55,"Very difficult to find the right provider, none of them are available by ratings but on top of that the app does not have the option to save password. It asks for password everytime we open the app",1,False,Jay Ketan Vyas,Pathetic app,,Aetna Health 
